Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_neo	tree_length
0	-2138.722	-2292.502	153.78	1.124018	0.4747567	3.566441
6	-2141.32	-2295.643	154.3237	1.158125	0.2665959	3.479133
12	-2137.417	-2291.424	154.0071	1.054614	0.4702067	3.479133
18	-2137.982	-2290.574	152.5919	1.011412	0.2848133	4.52769
24	-2138.341	-2291.742	153.4004	1.0453	0.2465465	4.105774
30	-2129.139	-2283.941	154.8022	1.235811	0.4232919	2.950518
36	-2141.32	-2295.946	154.6259	1.181197	0.4898055	3.018827
42	-2135.22	-2289.244	154.0244	1.170088	0.4071544	3.468314
48	-2128.005	-2281.604	153.5984	1.071746	0.3009054	3.900717
54	-2139.161	-2292.152	152.9912	0.9572006	0.2468887	4.387129
60	-2139.7	-2291.029	151.329	1.114307	0.4322658	5.003701
66	-2139.847	-2292.786	152.939	1.159219	0.3908117	4.118054
72	-2144.697	-2297.513	152.8166	1.026712	0.3253621	4.33977
78	-2140.235	-2293.047	152.8119	1.214727	0.6560686	3.913416
84	-2138.116	-2292.52	154.4035	1.181374	0.4670523	3.174415
90	-2134.677	-2288.797	154.1199	1.232566	0.6151462	3.174415
96	-2127.648	-2281.796	154.1485	1.195189	0.3816277	3.41006
102	-2147.609	-2301.288	153.6796	1.100949	0.3109025	3.824103
108	-2143.789	-2298.223	154.4339	1.191223	0.2944376	3.355544
114	-2139.815	-2294.582	154.7677	1.297328	0.3210257	3.058828
120	-2147.79	-2303.057	155.267	1.307429	0.5767429	2.465019
126	-2158.515	-2314.164	155.6486	1.290161	0.500332	2.310522
132	-2152.086	-2307.509	155.423	1.476781	0.4134458	2.432239
138	-2153.226	-2308.468	155.242	1.415446	0.7077665	2.297399
144	-2149.108	-2303.525	154.4177	1.151242	0.4529547	3.198539
150	-2151.91	-2308.068	156.1579	1.386712	0.359951	2.085786
156	-2150.786	-2305.807	155.0214	1.305204	0.359951	2.851061
162	-2143.151	-2298.75	155.5996	1.372056	0.3422319	2.476803
168	-2134.977	-2288.999	154.022	1.312469	0.1968189	3.676184
174	-2147.645	-2302.145	154.5006	1.446407	0.380668	3.054273
180	-2142.62	-2295.399	152.7795	1.065108	0.2280055	4.474377
186	-2144.789	-2298.311	153.5222	1.050572	0.2280055	4.06193
192	-2122.815	-2276.115	153.299	1.106973	0.3454855	3.995254
198	-2129.252	-2281.686	152.4343	1.273228	0.3244361	4.417541
204	-2127.328	-2281.321	153.9935	1.125172	0.3149374	3.623502
210	-2127.691	-2281.096	153.4053	1.33243	0.4550743	3.682763
216	-2122.408	-2275.373	152.9649	1.142239	0.3836561	4.120994
222	-2125.899	-2279.567	153.6686	1.142239	0.3980327	3.701383
228	-2133.93	-2287.955	154.0256	1.192553	0.3986835	3.463975
234	-2129.522	-2284.406	154.8839	1.244778	0.473828	2.841235
240	-2126.946	-2280.874	153.9277	1.122337	0.3460387	3.623831
246	-2127.192	-2282.51	155.3177	1.268801	0.3360136	2.723542
252	-2122.669	-2276.227	153.5583	1.072049	0.4038233	3.799085
258	-2131.508	-2285.544	154.0368	0.9705829	0.2915485	3.719274
264	-2133.05	-2287.306	154.2558	0.8468842	0.2915485	3.664192
270	-2134.973	-2287.904	152.9302	1.062794	0.392115	4.17643
276	-2129.504	-2284.213	154.7092	1.103391	0.5098563	2.995613
282	-2134.45	-2289.617	155.1669	1.29578	0.3710816	2.754373
288	-2136.32	-2291.3	154.98	1.172073	0.3115431	3.01947
294	-2132.317	-2286.206	153.8889	1.081197	0.3117313	3.713759
300	-2132.013	-2287.146	155.133	1.197848	0.2252581	3.042125
306	-2135.405	-2289.308	153.903	1.204092	0.3085347	3.638661
312	-2135.108	-2291.027	155.9189	1.376167	0.2489522	2.411981
318	-2134.842	-2290.268	155.4262	1.376167	0.2489522	2.718054
324	-2135.703	-2290.065	154.3619	1.313509	0.1933253	3.484212
330	-2138.274	-2291.877	153.6028	1.341996	0.2322258	3.842298
336	-2140.479	-2295.425	154.9458	1.262224	0.2979944	3.004683
342	-2145.946	-2301.578	155.6322	1.416455	0.3797226	2.379599
348	-2150.371	-2306.249	155.8789	1.471271	0.3004627	2.296296
